record_id,source_name,source_type,title,text,author,url,posted_at,engagement_score,comments_count,tags,content_hash,collected_at,quality_status
1252632011,github,developer_repo,arkaprab/Personalised-Health-Risk-Prediction-System,"AI-Powered Health Risk Prediction System using Hybrid Machine Learning, Agentic AI-inspired reasoning, XGBoost, Isolation Forest and intelligent medical analysis to generate personalized health insights, stress detection, recovery analysis and doctor-like recommendations through an interactive modern dashboard.",arkaprab,https://github.com/arkaprab/Personalised-Health-Risk-Prediction-System,2026-05-28,0,0,Python,github|arkaprab/Personalised-Health-Risk-Prediction-System|https://github.com/arkaprab/Personalised-Health-Risk-Prediction-System,2026-05-28,complete
1252587999,github,developer_repo,SaikiranBP/AI-Email_Agent,,SaikiranBP,https://github.com/SaikiranBP/AI-Email_Agent,2026-05-28,0,0,Python,github|SaikiranBP/AI-Email_Agent|https://github.com/SaikiranBP/AI-Email_Agent,2026-05-28,complete
1249066901,github,developer_repo,shiroyo-0/ai-agent-train,,shiroyo-0,https://github.com/shiroyo-0/ai-agent-train,2026-05-28,0,0,HTML,github|shiroyo-0/ai-agent-train|https://github.com/shiroyo-0/ai-agent-train,2026-05-28,complete
1208117230,github,developer_repo,SamoTech/skills-tree,"🌳 A comprehensive collection of all skills available for AI agents and computer-use models — perception, reasoning, memory, code, tool-use, multimodal, orchestration, and more.",SamoTech,https://github.com/SamoTech/skills-tree,2026-05-28,2,0,Python,github|SamoTech/skills-tree|https://github.com/SamoTech/skills-tree,2026-05-28,complete
1175038271,github,developer_repo,viraj1011JAIN/Pramanix,"Pramanix is a production-grade, open-source Python library that establishes deterministic neuro-symbolic guardrails for Autonomous AI Agents",viraj1011JAIN,https://github.com/viraj1011JAIN/Pramanix,2026-05-28,1,0,Python,github|viraj1011JAIN/Pramanix|https://github.com/viraj1011JAIN/Pramanix,2026-05-28,complete
1094940840,github,developer_repo,Leonidaspeanut117/Multi-Agent-Newsletter-Automation,"📰 Streamline newsletter creation with an AI-powered system, automating research, content generation, and delivery using multiple agents.",Leonidaspeanut117,https://github.com/Leonidaspeanut117/Multi-Agent-Newsletter-Automation,2026-05-28,3,0,,github|Leonidaspeanut117/Multi-Agent-Newsletter-Automation|https://github.com/Leonidaspeanut117/Multi-Agent-Newsletter-Automation,2026-05-28,complete
1192889632,github,developer_repo,aboul3ata/lazyweb-skill,"Design with evidence, not vibes. Lazyweb skills for AI coding agents.",aboul3ata,https://github.com/aboul3ata/lazyweb-skill,2026-05-28,400,0,TypeScript,github|aboul3ata/lazyweb-skill|https://github.com/aboul3ata/lazyweb-skill,2026-05-28,complete
1252565106,github,developer_repo,123idon/ai-agent,,123idon,https://github.com/123idon/ai-agent,2026-05-28,0,0,Python,github|123idon/ai-agent|https://github.com/123idon/ai-agent,2026-05-28,complete
1229414855,github,developer_repo,Vivien25/OpsPilot-AI,OpsPilot AI is an autonomous agent that turns thousands of raw images into prioritized operational actions in minutes.,Vivien25,https://github.com/Vivien25/OpsPilot-AI,2026-05-28,0,0,Python,github|Vivien25/OpsPilot-AI|https://github.com/Vivien25/OpsPilot-AI,2026-05-28,complete
1249430698,github,developer_repo,iaayushgupta/agentops-studio-,"Visual platform to build, run, and monitor multi-agent AI workflows — configure agents, connect them into async pipelines, execute real tools, and interact via Telegram. Built with LangGraph, FastAPI, Next.js, and PostgreSQL.",iaayushgupta,https://github.com/iaayushgupta/agentops-studio-,2026-05-28,0,0,Python,github|iaayushgupta/agentops-studio-|https://github.com/iaayushgupta/agentops-studio-,2026-05-28,complete
1214626443,github,developer_repo,Amaury-Vasquez/ai-agent-parabolic-lab,AI Agent for Parabolic Lab Web Project,Amaury-Vasquez,https://github.com/Amaury-Vasquez/ai-agent-parabolic-lab,2026-05-28,0,0,TypeScript,github|Amaury-Vasquez/ai-agent-parabolic-lab|https://github.com/Amaury-Vasquez/ai-agent-parabolic-lab,2026-05-28,complete
1162606029,github,developer_repo,Kosher-T/faurge,"An agentic AI audio suite for real-time acoustic enhancement. Faurge uses a multi-agent ""Split-Brain"" architecture to mathematically transform microphone and speaker signals into idealized states using Reinforcement Learning and Differentiable DSP.",Kosher-T,https://github.com/Kosher-T/faurge,2026-05-28,2,0,C++,github|Kosher-T/faurge|https://github.com/Kosher-T/faurge,2026-05-28,complete
1252623407,github,developer_repo,biplobgon/ai-engineering-best-practices,"Production-grade AI Engineering patterns, LLMOps, Agentic AI systems, and enterprise GenAI architecture best practices.",biplobgon,https://github.com/biplobgon/ai-engineering-best-practices,2026-05-28,0,0,Python,github|biplobgon/ai-engineering-best-practices|https://github.com/biplobgon/ai-engineering-best-practices,2026-05-28,complete
1252637157,github,developer_repo,shrinivasmasalavada/AI-Agents-Intensive-Vibe-Coding-Course-With-Google," hands-on capstone project, .",shrinivasmasalavada,https://github.com/shrinivasmasalavada/AI-Agents-Intensive-Vibe-Coding-Course-With-Google,2026-05-28,0,0,,github|shrinivasmasalavada/AI-Agents-Intensive-Vibe-Coding-Course-With-Google|https://github.com/shrinivasmasalavada/AI-Agents-Intensive-Vibe-Coding-Course-With-Google,2026-05-28,complete
1092407718,github,developer_repo,macro-inc/macro,"Macro is a unified interface for email, messaging, tasks, calls, agents, docs, diagrams, CRM — linked together with shared AI memory.",macro-inc,https://github.com/macro-inc/macro,2026-05-28,204,0,Rust,github|macro-inc/macro|https://github.com/macro-inc/macro,2026-05-28,complete
1242954200,github,developer_repo,Nature-Wired/nature-backers-sponsor-agent,AI-powered sponsor workflow agent for participatory sustainability campaigns tied to women’s sports and nature-based projects.,Nature-Wired,https://github.com/Nature-Wired/nature-backers-sponsor-agent,2026-05-28,0,0,,github|Nature-Wired/nature-backers-sponsor-agent|https://github.com/Nature-Wired/nature-backers-sponsor-agent,2026-05-28,complete
1235180085,github,developer_repo,claimit-team/claimit,AI agent that monitors post-purchase prices and auto-generates refund claims across multiple platforms,claimit-team,https://github.com/claimit-team/claimit,2026-05-28,3,0,Python,github|claimit-team/claimit|https://github.com/claimit-team/claimit,2026-05-28,complete
1251653460,github,developer_repo,jeena-krishna/ai-daily-digest,"Multi-agent AI news intelligence system with RAG, MCP tools, and automated email delivery",jeena-krishna,https://github.com/jeena-krishna/ai-daily-digest,2026-05-28,0,0,Python,github|jeena-krishna/ai-daily-digest|https://github.com/jeena-krishna/ai-daily-digest,2026-05-28,complete
1175122501,github,developer_repo,praxisagent/dopeasset.com,PACT Protocol — Agent-native cryptocurrency for autonomous AI economies,praxisagent,https://github.com/praxisagent/dopeasset.com,2026-05-28,0,0,HTML,github|praxisagent/dopeasset.com|https://github.com/praxisagent/dopeasset.com,2026-05-28,complete
1191114524,github,developer_repo,daniel3303/Equibles,"An open-source, self-hosted mini Bloomberg Terminal for AI agents — SEC filings, institutional holdings, insider trading, congressional trades, and short data from a single self-hosted stack.",daniel3303,https://github.com/daniel3303/Equibles,2026-05-28,143,0,C#,github|daniel3303/Equibles|https://github.com/daniel3303/Equibles,2026-05-28,complete
1215999715,github,developer_repo,hecatehq/hecate,"Local-first AI runtime console for cloud/local models, Hecate Chat, supervised coding-agent sessions, task approvals, usage visibility, and OpenTelemetry.",hecatehq,https://github.com/hecatehq/hecate,2026-05-28,17,0,Go,github|hecatehq/hecate|https://github.com/hecatehq/hecate,2026-05-28,complete
1188293475,github,developer_repo,StevenACZ/lucas-cli,💰 Manage your LucasApp finances from the terminal. Designed for AI agents 🤖,StevenACZ,https://github.com/StevenACZ/lucas-cli,2026-05-28,0,0,TypeScript,github|StevenACZ/lucas-cli|https://github.com/StevenACZ/lucas-cli,2026-05-28,complete
1173336283,github,developer_repo,SonicBotMan/SoloFlow,"Complete ETCLOVG framework for AI Agent workflows - DAG+FSM orchestration, Ebbinghaus memory, discipline routing, skill evolution, trace system, governance. 80+ tests, zero deps, 7/7 layers.",SonicBotMan,https://github.com/SonicBotMan/SoloFlow,2026-05-28,137,0,JavaScript,github|SonicBotMan/SoloFlow|https://github.com/SonicBotMan/SoloFlow,2026-05-28,complete
1236050756,github,developer_repo,ivanrdvc/loupe,"Inspect AI agent traces, sessions, evals, and MCP activity in one local dashboard.",ivanrdvc,https://github.com/ivanrdvc/loupe,2026-05-28,2,0,TypeScript,github|ivanrdvc/loupe|https://github.com/ivanrdvc/loupe,2026-05-28,complete
1184313747,github,developer_repo,ZhixiangLuo/10xProductivity,"Build your personal AI assistant for work from any coding agent. Connect the tools you use daily with zero infrastructure or IT hassle. Coach your agent, build skills, and automate real work locally.",ZhixiangLuo,https://github.com/ZhixiangLuo/10xProductivity,2026-05-28,352,0,Python,github|ZhixiangLuo/10xProductivity|https://github.com/ZhixiangLuo/10xProductivity,2026-05-28,complete
1252521937,github,developer_repo,toastygunner/weave,"An AI agent and prompt orchestration language. Prompts as first-class values, native syntax for tool calls, evals built in.",toastygunner,https://github.com/toastygunner/weave,2026-05-28,0,0,Rust,github|toastygunner/weave|https://github.com/toastygunner/weave,2026-05-28,complete
1250692389,github,developer_repo,adamfreeman2024-eng/hedera-escrow-agent,Enterprise-grade AI Escrow Agent for Hedera Bounty Week 2,adamfreeman2024-eng,https://github.com/adamfreeman2024-eng/hedera-escrow-agent,2026-05-28,0,0,TypeScript,github|adamfreeman2024-eng/hedera-escrow-agent|https://github.com/adamfreeman2024-eng/hedera-escrow-agent,2026-05-28,complete
1235844619,github,developer_repo,thejsasse/legendary-stakes-chat,AI Agent for Legendary Stakes,thejsasse,https://github.com/thejsasse/legendary-stakes-chat,2026-05-28,0,0,HTML,github|thejsasse/legendary-stakes-chat|https://github.com/thejsasse/legendary-stakes-chat,2026-05-28,complete
1163441944,github,developer_repo,mbc-net/ai-support-agent-cli,,mbc-net,https://github.com/mbc-net/ai-support-agent-cli,2026-05-28,1,0,TypeScript,github|mbc-net/ai-support-agent-cli|https://github.com/mbc-net/ai-support-agent-cli,2026-05-28,complete
1088940083,github,developer_repo,marekre352/smartflat-ai,"🤖 Streamline HDB property recommendations with a cost-optimized, multi-agent system using AWS for intelligent data routing and analysis.",marekre352,https://github.com/marekre352/smartflat-ai,2026-05-28,1,0,Python,github|marekre352/smartflat-ai|https://github.com/marekre352/smartflat-ai,2026-05-28,complete
1195609264,github,developer_repo,ilsantino/iago-os,"a modular, multi-tenant agentic operating system that orchestrates specialized AI agents, tools, and workflows within option to create isolated client environments to automate, build, and scale end-to-end business processes",ilsantino,https://github.com/ilsantino/iago-os,2026-05-28,0,0,TypeScript,github|ilsantino/iago-os|https://github.com/ilsantino/iago-os,2026-05-28,complete
1248594215,github,developer_repo,Copi-Guigs/ralph-autonomous-task-breakdown,Best Autonomous Task Agent Repository 2026 - Streamline Workflow with AI User Story Breakdown,Copi-Guigs,https://github.com/Copi-Guigs/ralph-autonomous-task-breakdown,2026-05-28,0,0,HTML,github|Copi-Guigs/ralph-autonomous-task-breakdown|https://github.com/Copi-Guigs/ralph-autonomous-task-breakdown,2026-05-28,complete
1229330187,github,developer_repo,FelipeCarillo/holoctl,"Project structure for AI coding agents — kanban board, named agents, slash commands, decisions log, live dashboard. Versioned in .holoctl/ next to your code. Compiles to Claude Code, Cursor, Windsurf, GitHub Copilot, Devin, Aider.",FelipeCarillo,https://github.com/FelipeCarillo/holoctl,2026-05-28,0,0,Python,github|FelipeCarillo/holoctl|https://github.com/FelipeCarillo/holoctl,2026-05-28,complete
1251433853,github,developer_repo,faisalnavy/sios-startup-intelligence,"AI-powered startup analysis SaaS — 8 agents, dual Caude+GPT-4, Supabase auth, Stripe payments, real-tim reports",faisalnavy,https://github.com/faisalnavy/sios-startup-intelligence,2026-05-28,0,0,TypeScript,github|faisalnavy/sios-startup-intelligence|https://github.com/faisalnavy/sios-startup-intelligence,2026-05-28,complete
1117787577,github,developer_repo,canyonroad/agentsh,Execution-Layer Security (ELS) for AI agents — policy-enforced shell with audit.,canyonroad,https://github.com/canyonroad/agentsh,2026-05-28,337,0,Go,github|canyonroad/agentsh|https://github.com/canyonroad/agentsh,2026-05-28,complete
QUALITY_SUMMARY,summary,quality_report,Quality summary: 180/180 clean records (100%),"Sources=3; sourceCounts={""hacker_news"":60,""dev_to"":60,""github"":60}; incompleteRowsRemoved=0; duplicateRowsRemoved=0",n8n workflow,local-quality-summary,2026-05-28,180,0,quality summary,summary|180|100,2026-05-28,complete
